lat, lon, elevation, xIndex, yIndex
67.95355221768594, 74.7331831891591, -5.0, 4, 26
67.95355050441891, 74.74034217791647, -4.0, 5, 26
67.95354847964896, 74.74750116552163, -4.0, 6, 26
67.95354614337617, 74.7546601517825, -3.0, 7, 26
67.95354349560064, 74.76181913650709, -3.0, 8, 26
67.95354053632249, 74.76897811950333, -3.0, 9, 26
67.95353726554183, 74.77613710057919, -2.0, 10, 26
67.9535336832588, 74.78329607954265, -2.0, 11, 26
67.95352978947355, 74.79045505620167, -2.0, 12, 26
67.95352558418627, 74.79761403036419, -2.0, 13, 26
67.9535210673971, 74.8047730018382, -2.0, 14, 26
67.95351623910628, 74.81193197043166, -2.0, 15, 26
67.95351109931397, 74.81909093595252, -2.0, 16, 26
67.9535056480204, 74.82624989820877, 22.0, 17, 26
67.95349988522581, 74.83340885700838, 30.0, 18, 26
67.95624569199474, 74.70454805564748, -5.0, 0, 27
67.95624522467716, 74.71170787629268, -5.0, 1, 27
67.95624444581453, 74.71886769655366, -5.0, 2, 27
67.95624335540691, 74.7260275162383, -5.0, 3, 27
67.95624195345432, 74.7331873351545, -5.0, 4, 27
67.95624023995684, 74.74034715311012, -4.0, 5, 27
67.95623821491455, 74.74750696991309, -4.0, 6, 27
67.9562358783275, 74.75466678537127, -3.0, 7, 27
67.95623323019582, 74.76182659929256, -3.0, 8, 27
67.95623027051963, 74.76898641148483, -3.0, 9, 27
67.956226999299, 74.77614622175601, -2.0, 10, 27
67.95622341653413, 74.78330602991394, -2.0, 11, 27
67.95621952222515, 74.79046583576655, -1.0, 12, 27
67.95621531637222, 74.79762563912172, -1.0, 13, 27
67.95621079897552, 74.80478543978732, -1.0, 14, 27
67.95620597003524, 74.81194523757127, -1.0, 15, 27
67.95620082955158, 74.81910503228144, -1.0, 16, 27
67.95619537752478, 74.82626482372574, 21.0, 17, 27
67.95618961395505, 74.83342461171205, 27.0, 18, 27
67.95893542737863, 74.70454888505472, -5.0, 0, 28
67.95893495999819, 74.7117095351071, -5.0, 1, 28
67.9589341810308, 74.7188701847751, -5.0, 2, 28
67.95893309047648, 74.72603083386655, -5.0, 3, 28
67.95893168833531, 74.73319148218926, -4.0, 4, 28
67.95892997460733, 74.74035212955103, -4.0, 5, 28
67.95892794929262, 74.74751277575967, -4.0, 6, 28
67.95892561239125, 74.75467342062304, -3.0, 7, 28
67.95892296390335, 74.7618340639489, -3.0, 8, 28
67.958920003829, 74.7689947055451, -2.0, 9, 28
67.95891673216833, 74.77615534521944, -2.0, 10, 28
67.95891314892151, 74.78331598277974, -2.0, 11, 28
67.95890925408865, 74.79047661803382, -1.0, 12, 28
67.95890504766994, 74.79763725078949, -1.0, 13, 28
67.95890052966556, 74.80479788085457, -1.0, 14, 28
67.95889570007567, 74.81195850803687, -1.0, 15, 28
67.95889055890052, 74.81911913214422, -1.0, 16, 28
67.9588851061403, 74.82627975298443, 21.0, 17, 28
67.95887934179524, 74.83344037036532, 25.0, 18, 28
67.96162516187533, 74.70454971466992, -5.0, 0, 29
67.961624694432, 74.71171119433743, -5.0, 1, 29
67.96162391535981, 74.71887267362041, -5.0, 2, 29
67.96162282465878, 74.7260341523266, -5.0, 3, 29
67.96162142232897, 74.73319563026376, -4.0, 4, 29
67.96161970837043, 74.74035710723963, -4.0, 5, 29
67.96161768278326, 74.74751858306193, -4.0, 6, 29
67.9616153455675, 74.75468005753841, -3.0, 7, 29
67.96161269672328, 74.76184153047681, -3.0, 8, 29
67.9616097362507, 74.76900300168488, -2.0, 9, 29
67.96160646414988, 74.77616447097034, -2.0, 10, 29
67.96160288042098, 74.78332593814095, -2.0, 11, 29
67.96159898506414, 74.79048740300445, -1.0, 12, 29
67.96159477807952, 74.79764886536857, -1.0, 13, 29
67.9615902594673, 74.80481032504106, -1.0, 14, 29
67.96158542922768, 74.81197178182968, -1.0, 15, 29
67.96158028736086, 74.81913323554215, 11.0, 16, 29
67.96157483386705, 74.82629468598621, 21.0, 17, 29
67.96156906874648, 74.83345613296964, 24.0, 18, 29
67.96431489548492, 74.70455054449316, -5.0, 0, 30
67.9643144279787, 74.71171285398381, -5.0, 1, 30
67.96431364880168, 74.71887516308979, -5.0, 2, 30
67.9643125579539, 74.72603747161878, -5.0, 3, 30
67.96431115543541, 74.73319977937842, -4.0, 4, 30
67.96430944124627, 74.7403620861764, -4.0, 5, 30
67.96430741538654, 74.74752439182038, -3.0, 6, 30
67.96430507785632, 74.75468669611801, -3.0, 7, 30
67.9643024286557, 74.76184899887697, -3.0, 8, 30
67.9642994677848, 74.76901129990492, -2.0, 9, 30
67.96429619524372, 74.77617359900954, -2.0, 10, 30
67.96429261103265, 74.78333589599848, -2.0, 11, 30
67.9642887151517, 74.79049819067943, -1.0, 12, 30
67.96428450760104, 74.79766048286002, -1.0, 13, 30
67.96427998838085, 74.80482277234796, -1.0, 14, 30
67.96427515749133, 74.81198505895091, -1.0, 15, 30
67.96427001493268, 74.81914734247653, 15.0, 16, 30
67.96426456070512, 74.82630962273248, 21.0, 17, 30
67.96425879480888, 74.83347189952644, 24.0, 18, 30
67.96700462820748, 74.70455137452448, -5.0, 0, 31
67.96700416063835, 74.7117145140464, -5.0, 1, 31
67.96700338135649, 74.7188776531835, -5.0, 2, 31
67.96700229036193, 74.72604079174337, -5.0, 3, 31
67.9670008876547, 74.7332039295336, -4.0, 4, 31
67.96699917323491, 74.7403670663618, -4.0, 5, 31
67.96699714710257, 74.74753020203555, -3.0, 6, 31
67.96699480925781, 74.75469333636244, -3.0, 7, 31
67.96699215970071, 74.76185646915005, -3.0, 8, 31
67.96698919843139, 74.76901960020601, -2.0, 9, 31
67.96698592544996, 74.77618272933786, -2.0, 10, 31
67.96698234075659, 74.78334585635325, -2.0, 11, 31
67.96697844435141, 74.79050898105973, -1.0, 12, 31
67.96697423623458, 74.79767210326492, -1.0, 13, 31
67.96696971640628, 74.8048352227764, -1.0, 14, 31
67.96696488486671, 74.81199833940177, -1.0, 15, 31
67.9669597416161, 74.81916145294862, 15.0, 16, 31
67.96695428665461, 74.82632456322456, 20.0, 17, 31
67.96694851998251, 74.83348767003717, 23.0, 18, 31
67.96969436004309, 74.704552204764, -5.0, 0, 32
67.96969389241104, 74.71171617452535, -5.0, 1, 32
67.9696931130243, 74.71888014390173, -5.0, 2, 32
67.96969202188293, 74.72604411270068, -4.0, 3, 32
67.96969061898695, 74.73320808072968, -4.0, 4, 32
67.96968890433642, 74.74037204779627, -4.0, 5, 32
67.96968687793142, 74.74753601370797, -3.0, 6, 32
67.96968453977206, 74.75469997827228, -3.0, 7, 32
67.96968188985839, 74.76186394129675, -3.0, 8, 32
67.96967892819056, 74.76902790258887, -2.0, 9, 32
67.96967565476868, 74.77619186195616, -2.0, 10, 32
67.9696720695929, 74.78335581920616, -1.0, 11, 32
67.96966817266336, 74.79051977414638, -1.0, 12, 32
67.96966396398022, 74.79768372658431, 0.0, 13, 32
67.96965944354369, 74.80484767632751, -1.0, 14, 32
67.96965461135392, 74.8120116231835, -1.0, 15, 32
67.96964946741114, 74.81917556695976, 14.0, 16, 32
67.96964401171557, 74.82633950746386, 19.0, 17, 32
67.96963824426743, 74.83350344450328, 20.0, 18, 32
